Symbol,Company Name,Industry,Market Cap
MAN,ManpowerGroup,Professional Services,5.53B
MANH,Manhattan Associates,Software,8.11B
MANT,ManTech International,IT Services,2.98B
MANU,Manchester United,Entertainment,2.20B
MAPS,WM Technology,Software-Application,305.40M
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,225.28M
MAR,Marriott International,"Hotels, Restaurants &amp; Leisure",51.13B
MARA,Marathon Digital Holdings,IT Services,2.26B
MARK,Remark Holdings,Internet &amp; Direct Marketing Retail,83.41M
MARPS,Marine Petroleum Trust,"Oil, Gas &amp; Consumable Fuels",9.24M
MAS,Masco,Building Products,15.69B
MASI,Masimo,Health Care Equipment &amp; Supplies,12.03B
MASS,908 Devices,Medical Devices,450.84M
MAT,Mattel,Leisure Products,7.13B
MATW,Matthews International,Commercial Services &amp; Supplies,1.08B
MATX,Matson,Marine,3.83B
MAX,MediaAlpha,Internet Content &amp; Information,817.52M
MAXN,Maxeon Solar Technologies,Semiconductors &amp; Semiconductor Equipment,473.73M
MAXR,Maxar Technologies,Aerospace &amp; Defense,1.95B
MAYS,J.W. Mays,Real Estate Management &amp; Development,81.32M
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,498.00M
MBCN,Middlefield Banc,Banks,153.38M
MBI,MBIA Inc.,Insurance,712.72M
MBII,Marrone Bio Innovations,Chemicals,104.81M
MBIN,Merchants Bancorp,Thrifts &amp; Mortgage Finance,1.28B
MBIO,Mustang Bio,Biotechnology,121.46M
MBOT,Microbot Medical,Health Care Equipment &amp; Supplies,43.93M
MBRX,Moleculin Biotech,Biotechnology,43.72M
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,320.27M
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,6.19B
MBTC,Nocturne Acquisition,Blank Check / SPAC,148.70M
MBUU,Malibu Boats,Leisure Products,1.18B
MBWM,Mercantile Bank,Banks,605.56M
MC,Moelis &amp; Company,Capital Markets,3.72B
MCAA,Mountain &amp; Co. I Acquisition,Blank Check / SPAC,249.50M
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,70.23M
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74.06M
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,88.18M
MCB,Metropolitan Bank Holding,Banks,1.12B
MCBC,Macatawa Bank,Banks,312.49M
MCBS,MetroCity Bankshares,Banks,645.80M
MCD,McDonald's,"Hotels, Restaurants &amp; Leisure",190.24B
MCFE,McAfee,Software,4.77B
MCFT,MasterCraft Boat Holdings,Leisure Products,449.39M
MCG,Membership Collective Group,Lodging,1.90B
MCHP,Microchip Technology,Semiconductors &amp; Semiconductor Equipment,40.69B
MCHX,Marchex,Media,101.39M
MCK,McKesson,Health Care Providers &amp; Services,37.65B
MCLD,mCloud Technologies,Software-Application,0.00
MCMJ,Merida Merger I,Shell Companies,149.52M
MCO,Moody's,Capital Markets,63.55B
MCRB,Seres Therapeutics,Biotechnology,689.77M
MCRI,Monarch Casino &amp; Resort,"Hotels, Restaurants &amp; Leisure",1.17B
MCS,The Marcus Corporation,Entertainment,522.19M
MCW,Mister Car Wash,Personal Services,4.77B
MCY,Mercury General,Insurance,2.88B
MD,MEDNAX,Health Care Providers &amp; Services,2.11B
MDB,MongoDB,IT Services,25.07B
MDC,M.D.C. Holdings,Household Durables,3.45B
MDGL,Madrigal Pharmaceuticals,Biotechnology,1.09B
MDGS,Medigus,Health Care Equipment &amp; Supplies,23.61M
MDH,MDH Acquisition,Blank Check / SPAC,337.76M
MDIA,Mediaco Holding,Broadcasting,47.43M
MDJH,MDJM Ltd.,Real Estate Management &amp; Development,21.60M
MDLZ,Mondelez International,Food Products,95.36B
MDNA,Medicenna Therapeutics,Biotechnology,85.48M
MDRR,Medalist Diversified REIT,"Equity Real Estate 
Investment Trusts...",16.59M
MDRX,Allscripts Healthcare Solutions,Health Care Technology,2.10B
MDT,Medtronic plc.,Health Care Equipment &amp; Supplies,141.99B
MDU,MDU Resources Group,Multi-Utilities,5.90B
MDVL,MedAvail Holdings,Drug Manufacturers-Specialty &amp; Generic,45.66M
MDWD,MediWound,Pharmaceuticals,66.21M
MDWT,Midwest Holding,Insurance-Life,76.43M
MDXG,MiMedx Group,Biotechnology,514.74M
MDXH,MDxHealth,Diagnostics &amp; Research,146.61M
ME,23andMe Holding Co.,Diagnostics &amp; Research,2.08B
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,214.81M
MEC,Mayville Engineering Company,Metals &amp; Mining,234.82M
MED,Medifast,Personal Products,2.23B
MEDP,Medpace Holdings,Life Sciences Tools &amp; Services,5.92B
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,15.84M
MEG,Montrose Environmental Group,Media,1.39B
MEI,Methode Electronics,"Electronic Equipment, Instruments &amp; C...",1.67B
MEIP,MEI Pharma,Biotechnology,289.60M
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,304.09M
MELI,MercadoLibre,Internet &amp; Direct Marketing Retail,53.11B
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,138.02M
MEOH,Methanex,Chemicals,3.41B
MERC,Mercer International,Paper &amp; Forest Products,754.81M
MESA,Mesa Air Group,Airlines,175.86M
MESO,Mesoblast,Biotechnology,551.28M
MET,MetLife,Insurance,55.19B
METC,Ramaco Resources,Metals &amp; Mining,512.55M
METX,Meten Edtechx Education Group,Education &amp; Training Services,59.63M
MF,Missfresh,Grocery Stores,755.80M
MFA,MFA Financial,"Mortgage Real Estate Investment 
Trus...",1.94B
MFC,Manulife Financial,Insurance,39.27B
MFG,Mizuho Financial Group,Banks,34.60B
MFGP,Micro Focus International,Software,2.07B
MFH,Mercurity Fintech Holding,Software,26.53M
MFIN,Medallion Financial,Consumer Finance,171.04M
MG,MISTRAS Group,Professional Services,206.80M
MGA,Magna International,Auto Components,23.55B
MGEE,MGE Energy,Electric Utilities,2.78B
MGI,MoneyGram International,IT Services,823.36M
MGIC,Magic Software Enterprises,Software,957.08M
MGM,MGM Resorts International,"Hotels, Restaurants &amp; Leisure",19.21B
MGNI,Magnite,Internet &amp; Direct Marketing Retail,1.68B
MGNX,MacroGenics,Biotechnology,778.59M
MGP,MGM Growth Properties LLC,"Equity Real Estate 
Investment Trusts...",5.78B
MGPI,MGP Ingredients,Beverages,1.69B
MGRC,McGrath RentCorp,Commercial Services &amp; Supplies,1.84B
MGTA,Magenta Therapeutics,Biotechnology,209.54M
MGTX,MeiraGTx Holdings,Biotechnology,686.29M
MGY,Magnolia Oil &amp; Gas,"Oil, Gas &amp; Consumable Fuels",3.61B
MGYR,Magyar Bancorp,Thrifts &amp; Mortgage Finance,85.60M
MHH,Mastech Digital,Professional Services,198.58M
MHK,Mohawk Industries,Household Durables,10.59B
MHLD,Maiden Holdings,Insurance,235.99M
MHO,M/I Homes,Household Durables,1.49B
MIC,Macquarie Infrastructure,Transportation Infrastructure,313.89M
MICT,"MICT, Inc.",Aerospace &amp; Defense,76.11M
MIDD,The Middleby Corporation,Machinery,10.37B
MIGI,Mawson Infrastructure Group,Information Technology Services,292.56M
MILE,Metromile,Insurance-Property &amp; Casualty,194.90M
MIME,Mimecast,Software,5.32B
MIMO,Airspan Networks Holdings,Telecom Services,256.49M
MIND,MIND Technology,Energy Equipment &amp; Services,19.70M
MINM,Minim,Communication Equipment,53.19M
MIR,Mirion Technologies,Specialty Industrial Machinery,53.72M
MIRM,Mirum Pharmaceuticals,Biotechnology,517.79M
MIRO,Miromatrix Medical,Biotechnology,79.40M
MIST,Milestone Pharmaceuticals,Pharmaceuticals,205.82M
MIT,Mason Industrial Technology,Blank Check / SPAC,607.50M
MITA,Coliseum Acquisition,Blank Check / SPAC,180.37M
MITC,MeaTech 3D,Packaged Foods,98.21M
MITK,Mitek Systems,Software,684.51M
MITO,Stealth BioTherapeutics,Biotechnology,43.76M
MITQ,Moving iMage Technologies,n/a,13.93M
MITT,AG Mortgage Investment Trust,"Mortgage Real Estate Investment 
Trus...",228.80M
MIXT,MiX Telematics,Software,285.77M
MKC,McCormick &amp; Company,Food Products,25.59B
MKD,Molecular Data,Chemicals,32.89M
MKFG,Markforged Holding,Computer Hardware,912.53M
MKL,Markel,Insurance,16.65B
MKSI,MKS Instruments,Semiconductors &amp; Semiconductor Equipment,8.79B
MKTW,MarketWise,Software-Application,149.66M
MKTX,MarketAxess Holdings,Capital Markets,13.86B
ML,MoneyLion,Software-Application,607.87M
MLAB,Mesa Laboratories,Health Care Equipment &amp; Supplies,1.54B
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,180.23M
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,216.34M
MLCO,Melco Resorts &amp; Entertainment,"Hotels, Restaurants &amp; Leisure",5.33B
MLI,Mueller Industries,Machinery,3.07B
MLKN,MillerKnoll,"Furnishings, Fixtures &amp; Appliances",2.77B
MLM,Martin Marietta Materials,Construction Materials,23.85B
MLNK,MeridianLink,Software-Application,1.35B
MLP,Maui Land &amp; Pineapple Company,Real Estate Management &amp; Development,190.68M
MLR,Miller Industries,Machinery,367.54M
MLSS,Milestone Scientific,Health Care Equipment &amp; Supplies,105.84M
MLVF,Malvern Bancorp,Banks,120.35M
MMAT,Meta Materials,Electronic Components,486.58M
MMC,Marsh &amp; McLennan Companies,Insurance,79.29B
MMI,Marcus &amp; Millichap,Real Estate Management &amp; Development,1.84B
MMLP,Martin Midstream Partners,"Oil, Gas &amp; Consumable Fuels",121.06M
MMM,3M Company,Industrial Conglomerates,99.49B
MMMB,MamaMancini's Holdings,Food Products,65.43M
MMP,"Magellan Midstream Partners,","Oil, Gas &amp; Consumable Fuels",10.14B
MMS,Maximus,IT Services,4.76B
MMSI,Merit Medical Systems,Health Care Equipment &amp; Supplies,3.14B
MMX,Maverix Metals,Metals &amp; Mining,649.72M
MMYT,MakeMyTrip,Internet &amp; Direct Marketing Retail,2.74B
MN,Manning &amp; Napier,Capital Markets,146.25M
MNDO,MIND CTI,Software,64.15M
MNDT,Mandiant,Software,3.71B
MNDY,monday.com,Software-Application,8.68B
MNKD,MannKind,Biotechnology,952.26M
MNMD,Mind Medicine (MindMed),Biotechnology,400.88M
MNOV,MediciNova,Biotechnology,108.88M
MNPR,Monopar Therapeutics,Biotechnology,35.38M
MNR,Monmouth Real Estate Investment,"Equity Real Estate 
Investment Trusts...",2.05B
MNRL,Brigham Minerals,"Oil, Gas &amp; Consumable Fuels",1.02B
MNRO,Monro,Specialty Retail,1.82B
MNSB,MainStreet Bancshares,Banks,183.79M
MNSO,Miniso Group Holding,Specialty Retail,3.01B
MNST,Monster Beverage,Beverages,45.30B
MNTK,Montauk Renewables,Utilities-Diversified,1.48B
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,170.60M
MNTS,Momentus,Aerospace &amp; Defense,255.54M
MNTV,Momentive Global,Software,2.49B
MNTX,Manitex International,Machinery,126.39M
MO,Altria Group,Tobacco,92.44B
MOBQ,Mobiquity Technologies,Media,12.34M
MOD,Modine Manufacturing Company,Auto Components,500.39M
MODN,Model N,Software,949.80M
MODV,ModivCare,Health Care Providers &amp; Services,1.61B
MOFG,MidWestOne Financial Group,Banks,504.33M
MOG.A,Moog Inc.,Aerospace &amp; Defense,2.62B
MOG.B,Moog Inc.,Aerospace &amp; Defense,2.62B
MOGO,Mogo Inc.,Consumer Finance,166.09M
MOGU,"Mogu, Inc.",Internet &amp; Direct Marketing Retail,34.46M
MOH,Molina Healthcare,Health Care Providers &amp; Services,16.24B
MOHO,ECMOHO,Internet &amp; Direct Marketing Retail,14.50M
MOLN,Molecular Partners AG,Biotechnology,970.71M
MOMO,Hello Group,Interactive Media &amp; Services,1.88B
MON,Monument Circle Acquisition,Blank Check / SPAC,304.22M
MOR,MorphoSys AG,Biotechnology,1.13B
MORF,Morphic Holding,Biotechnology,1.48B
MORN,Morningstar,Capital Markets,12.03B
MOS,The Mosaic Company,Chemicals,14.56B
MOTS,Motus GI Holdings,Health Care Equipment &amp; Supplies,18.53M
MOTV,Motive Capital,Blank Check / SPAC,512.32M
MOV,Movado Group,"Textiles, Apparel &amp; Luxury Goods",815.75M
MOVE,Movano,Internet Software &amp; Services,100.94M
MOXC,Moxian,Internet &amp; Direct Marketing Retail,41.65M
MP,MP Materials,Metals &amp; Mining,7.00B
MPAA,Motorcar Parts of America,Auto Components,320.72M
MPAC,Model Performance Acquisition,Blank Check / SPAC,70.05M
MPB,Mid Penn Bancorp,Banks,486.43M
MPC,Marathon Petroleum,"Oil, Gas &amp; Consumable Fuels",43.52B
MPLN,MultiPlan,Healthcare Plans,2.53B
MPLX,MPLX LP,"Oil, Gas &amp; Consumable Fuels",31.81B
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,246.25M
MPW,Medical Properties Trust,"Equity Real Estate 
Investment Trusts...",13.66B
MPWR,Monolithic Power Systems,Semiconductors &amp; Semiconductor Equipment,18.32B
MPX,Marine Products,Leisure Products,378.33M
MQ,Marqeta,Software-Infrastructure,6.38B
MRAI,Marpai,Healthcare Plans,51.28M
MRAM,Everspin Technologies,Semiconductors &amp; Semiconductor Equipment,165.89M
MRBK,Meridian,Banks,217.52M
MRC,MRC Global,Trading Companies &amp; Distributors,621.65M
MRCC,Monroe Capital,Capital Markets,231.38M
MRCY,Mercury Systems,Aerospace &amp; Defense,3.28B
MREO,Mereo BioPharma Group,Biotechnology,136.87M
MRIN,Marin Software,Software,48.49M
MRK,Merck &amp; Co.,Pharmaceuticals,202.02B
MRKR,Marker Therapeutics,Biotechnology,49.85M
MRM,Medirom Healthcare Technologies,Personal Services,34.37M
MRNA,Moderna,Biotechnology,64.90B
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,378.01M
MRO,Marathon Oil,"Oil, Gas &amp; Consumable Fuels",14.09B
MRSN,Mersana Therapeutics,Biotechnology,367.47M
MRTN,Marten Transport,Road &amp; Rail,1.33B
MRTX,Mirati Therapeutics,Biotechnology,6.30B
MRUS,Merus,Biotechnology,1.11B
MRVI,Maravai LifeSciences Holdings,Biotechnology,3.22B
MRVL,Marvell Technology,Semiconductors &amp; Semiconductor Equipment,61.22B
MS,Morgan Stanley,Capital Markets,177.40B
MSA,MSA Safety,Commercial Services &amp; Supplies,5.41B
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,112.78M
MSB,Mesabi Trust,Metals &amp; Mining,418.00M
MSBI,Midland States Bancorp,Banks,581.67M
MSC,Studio City International Holdings,"Hotels, Restaurants &amp; Leisure",570.34M
MSCI,MSCI Inc.,Capital Markets,41.29B
MSDA,MSD Acquisition,Blank Check / SPAC,698.63M
MSEX,Middlesex Water Company,Water Utilities,1.71B
MSFT,Microsoft,Software,"2,222.59B"
MSGE,Madison Square Garden Entertainment,Entertainment,2.38B
MSGM,Motorsport Games,Electronic Gaming &amp; Multimedia,45.15M
MSGS,Madison Square Garden Sports,Entertainment,3.96B
MSI,Motorola Solutions,Communications Equipment,40.06B
MSM,MSC Industrial Direct Company,Trading Companies &amp; Distributors,4.61B
MSN,Emerson Radio,Household Durables,16.83M
MSP,Datto Holding,Software,3.86B
MSTR,MicroStrategy,Software,4.22B
MSVB,Mid-Southern Bancorp,Thrifts &amp; Mortgage Finance,44.51M
MT,ArcelorMittal,Metals &amp; Mining,29.74B
MTA,Metalla Royalty &amp; Streaming,Metals &amp; Mining,301.89M
MTAC,MedTech Acquisition,Blank Check / SPAC,308.75M
MTAL,Metals Acquisition,Blank Check / SPAC,303.13M
MTB,M&amp;T Bank,Banks,20.60B
MTBC,CareCloud,Health Care Technology,80.03M
MTC,MMTec,Software,15.12M
MTCH,Match Group,Interactive Media &amp; Services,32.79B
MTCR,Metacrine,Biotechnology,20.66M
MTD,Mettler-Toledo International,Life Sciences Tools &amp; Services,33.52B
MTDR,Matador Resources Company,"Oil, Gas &amp; Consumable Fuels",4.73B
MTEM,Molecular Templates,Biotechnology,176.80M
MTEX,"Mannatech,",Personal Products,72.88M
MTG,MGIC Investment,Thrifts &amp; Mortgage Finance,5.10B
MTH,Meritage Homes,Household Durables,3.71B
MTL,Mechel PAO,Metals &amp; Mining,1.14B
MTLS,Materialise NV,Software,1.08B
MTN,Vail Resorts,"Hotels, Restaurants &amp; Leisure",11.30B
MTNB,Matinas BioPharma Holdings,Biotechnology,177.32M
MTOR,Meritor,Machinery,1.67B
MTP,Midatech Pharma,Biotechnology,14.86M
MTR,Mesa Royalty Trust,"Oil, Gas &amp; Consumable Fuels",14.91M
MTRN,Materion,Metals &amp; Mining,1.71B
MTRX,Matrix Service Company,Energy Equipment &amp; Services,185.48M
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,123.50M
MTSI,MACOM Technology Solutions Holdings,Semiconductors &amp; Semiconductor Equipment,4.53B
MTTR,Matterport,Software-Application,2.69B
MTW,The Manitowoc Company,Machinery,609.02M
MTX,Minerals Technologies,Chemicals,2.35B
MTZ,MasTec,Construction &amp; Engineering,6.60B
MU,Micron Technology,Semiconductors &amp; Semiconductor Equipment,91.74B
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,393.73M
MUFG,Mitsubishi UFJ Financial Group,Banks,75.50B
MULN,Mullen Automotive,Auto Manufacturers,79.50M
MUR,Murphy Oil,"Oil, Gas &amp; Consumable Fuels",4.55B
MUSA,Murphy USA,Specialty Retail,4.84B
MUX,McEwen Mining,Metals &amp; Mining,437.33M
MVBF,MVB Financial,Banks,484.15M
MVIS,MicroVision,"Electronic Equipment, Instruments &amp; C...",505.44M
MVST,Microvast Holdings,Electrical Equipment &amp; Parts,1.66B
MWA,Mueller Water Products,Machinery,2.03B
MX,MagnaChip Semiconductor,Semiconductors &amp; Semiconductor Equipment,836.37M
MXC,Mexco Energy,"Oil, Gas &amp; Consumable Fuels",19.82M
MXCT,MaxCyte,Diagnostics &amp; Research,727.16M
MXL,MaxLinear,Semiconductors &amp; Semiconductor Equipment,4.45B
MYE,Myers Industries,Containers &amp; Packaging,659.55M
MYFW,First Western Financial,Banks,304.25M
MYGN,Myriad Genetics,Biotechnology,2.12B
MYMD,MyMD Pharmaceuticals,Biotechnology,150.94M
MYNA,Mynaric AG,Communication Equipment,233.10M
MYNZ,Mainz Biomed B.V.,Diagnostics &amp; Research,325.07M
MYO,Myomo,Health Care Equipment &amp; Supplies,54.26M
MYOV,Myovant Sciences,Biotechnology,1.26B
MYPS,PLAYSTUDIOS,Electronic Gaming &amp; Multimedia,520.41M
MYRG,MYR Group,Construction &amp; Engineering,1.51B
MYSZ,My Size,Software,9.14M
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1.56B
NAAC,North Atlantic Acquisition,Blank Check / SPAC,466.78M
NABL,N-able,Information Technology Services,1.79B
NAII,Natural Alternatives International,Personal Products,81.79M
NAK,Northern Dynasty Minerals,Metals &amp; Mining,171.59M
NAOV,NanoVibronix,Health Care Equipment &amp; Supplies,23.76M
NAPA,The Duckhorn Portfolio,Beverages-Wineries &amp; Distilleries,2.27B
NARI,Inari Medical,Health Care Equipment &amp; Supplies,3.49B
NAT,Nordic American Tankers,"Oil, Gas &amp; Consumable Fuels",278.53M
NATH,Nathan's Famous,"Hotels, Restaurants &amp; Leisure",218.23M
NATI,National Instruments,"Electronic Equipment, Instruments &amp; C...",5.32B
NATR,Nature's Sunshine Products,Personal Products,361.42M
NAUT,Nautilus Biotechnology,Biotechnology,492.94M
NAVB,Navidea Biopharmaceuticals,Biotechnology,31.40M
NAVI,Navient,Consumer Finance,3.05B
NBEV,NewAge,Beverages,107.16M
NBHC,National Bank Holdings,Banks,1.36B
NBIX,Neurocrine Biosciences,Biotechnology,7.12B
NBN,Northeast Bank,Banks,297.37M
NBR,Nabors Industries,Energy Equipment &amp; Services,815.95M
NBRV,Nabriva Therapeutics,Pharmaceuticals,26.37M
NBSE,NeuBase Therapeutics,Biotechnology,50.73M
NBST,Newbury Street Acquisition,Blank Check / SPAC,161.45M
NBTB,NBT Bancorp,Banks,1.70B
NBTX,Nanobiotix,Biotechnology,312.60M
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,13.61M
NC,NACCO Industries,"Oil, Gas &amp; Consumable Fuels",243.69M
NCAC,Newcourt Acquisition,Blank Check / SPAC,279.68M
NCBS,Nicolet Bankshares,Banks,1.29B
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants &amp; Leisure",8.36B
NCMI,National CineMedia,Media,220.70M
NCNA,NuCana,Biotechnology,144.02M
NCNO,nCino,Software,4.03B
NCR,NCR Corporation,"Technology Hardware, Storage &amp; Periph...",5.18B
NCSM,NCS Multistage Holdings,Energy Equipment &amp; Services,91.29M
NCTY,The9 Limited,Entertainment,94.41M
NDAC,Nightdragon Acquisition,Blank Check / SPAC,428.24M
NDAQ,Nasdaq,Capital Markets,29.58B
NDLS,Noodles &amp; Company,"Hotels, Restaurants &amp; Leisure",363.69M
NDRA,ENDRA Life Sciences,Health Care Equipment &amp; Supplies,26.14M
NDSN,Nordson,Machinery,13.46B
NE,Noble,Oil &amp; Gas Drilling,1.46B
NECB,NorthEast Community Bancorp,Thrifts &amp; Mortgage Finance,182.94M
NEE,NextEra Energy,Electric Utilities,162.07B
NEGG,Newegg Commerce,Internet Retail,2.46B
NEM,Newmont,Metals &amp; Mining,50.31B
NEN,New England Realty Associates LP,Real Estate Management &amp; Development,297.15M
NEO,NeoGenomics,Life Sciences Tools &amp; Services,2.66B
NEOG,Neogen,Health Care Equipment &amp; Supplies,3.77B
NEON,Neonode,"Electronic Equipment, Instruments &amp; C...",83.94M
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6.13B
NEPH,Nephros,Household Durables,51.17M
NEPT,Neptune Wellness Solutions,Personal Products,66.91M
NERV,Minerva Neurosciences,Biotechnology,36.04M
NES,Nuverra Environmental Solutions,Energy Equipment &amp; Services,28.04M
NESR,National Energy Services Reunited,Energy Equipment &amp; Services,850.57M
NET,Cloudflare,Software,28.49B
NETC,Nabors Energy Transition,Blank Check / SPAC,287.10M
NETI,Eneti,Marine,284.61M
NEU,NewMarket,Chemicals,3.52B
NEW,Puxin,Diversified Consumer Services,22.04M
NEWP,New Pacific Metals,"Electronic Equipment, Instruments &amp; C...",450.39M
NEWR,New Relic,Software,6.48B
NEWT,Newtek Business Services,Capital Markets,633.09M
NEX,NexTier Oilfield Solutions,Energy Equipment &amp; Services,1.22B
NEXA,Nexa Resources,Metals &amp; Mining,1.10B
NEXI,NexImmune,Biotechnology,69.04M
NEXT,NextDecade,"Oil, Gas &amp; Consumable Fuels",295.95M
NFBK,Northfield Bancorp,Thrifts &amp; Mortgage Finance,822.19M
NFE,New Fortress Energy,"Oil, Gas &amp; Consumable Fuels",4.24B
NFG,National Fuel Gas Company,Gas Utilities,5.39B
NFGC,New Found Gold,Gold,984.88M
NFH,New Frontier Health,Medical Care Facilities,1.53B
NFLX,Netflix,Entertainment,176.07B
NFNT,Infinite Acquisition,Blank Check / SPAC,338.45M
NFYS,Enphys Acquisition,Blank Check / SPAC,417.45M
NG,NovaGold Resources,Metals &amp; Mining,2.28B
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,209.10M
NGD,New Gold,Metals &amp; Mining,1.11B
NGG,National Grid,Multi-Utilities,54.12B
NGL,NGL Energy Partners LP,"Oil, Gas &amp; Consumable Fuels",283.81M
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1.13B
NGMS,NeoGames,"Hotels, Restaurants &amp; Leisure",569.37M
NGS,Natural Gas Services Group,Energy Equipment &amp; Services,133.78M
NGVC,Natural Grocers by Vitamin Cottage,Food &amp; Staples Retailing,315.88M
NGVT,Ingevity,Chemicals,2.70B
NH,NantHealth,Health Care Technology,90.65M
NHC,National HealthCare,Health Care Providers &amp; Services,1.01B
NHI,National Health Investors,"Equity Real Estate 
Investment Trusts...",2.69B
NHIC,NewHold Investment II,Blank Check / SPAC,213.28M
NHTC,Natural Health Trends,Personal Products,84.20M
NI,NiSource,Multi-Utilities,10.81B
NICE,NICE Ltd.,Software,16.63B
NICK,Nicholas Financial,Consumer Finance,84.85M
NILE,BitNile Holdings,Capital Markets,70.84M
NINE,Nine Energy Service,Energy Equipment &amp; Services,35.78M
NIO,NIO Inc.,Automobiles,43.50B
NISN,Nisun International Enterprise Development Group,Credit Services,49.79M
NIU,Niu Technologies,Automobiles,1.09B
NJR,New Jersey Resources,Gas Utilities,3.67B
NKE,"Nike, Inc.","Textiles, Apparel &amp; Luxury Goods",226.05B
NKLA,Nikola,Auto Manufacturers,2.97B
NKSH,National Bankshares,Banks,218.15M
NKTR,Nektar Therapeutics,Pharmaceuticals,2.02B
NKTX,Nkarta,Biotechnology,345.97M
NL,NL Industries,Commercial Services &amp; Supplies,317.22M
NLIT,Northern Lights Acquisition,Blank Check / SPAC,150.08M
NLOK,NortonLifeLock,Software,15.16B
NLS,Nautilus,Leisure Products,154.95M
NLSN,Nielsen Holdings,Professional Services,6.77B
NLSP,NLS Pharmaceutics,Biotechnology,13.86M
NLTX,Neoleukin Therapeutics,Biotechnology,137.89M
NLY,Annaly Capital Management,"Mortgage Real Estate Investment 
Trus...",11.01B
NM,Navios Maritime Holdings,Marine,75.42M
NMFC,New Mountain Finance,Capital Markets,1.26B
NMG,Nouveau Monde Graphite,Other Industrial Metals &amp; Mining,415.40M
NMIH,NMI Holdings,Thrifts &amp; Mortgage Finance,2.04B
NMM,Navios Maritime Partners,Marine,746.17M
NMMC,North Mountain Merger,Shell Companies,162.67M
NMR,Nomura Holdings,Capital Markets,13.69B
NMRD,Nemaura Medical,Health Care Equipment &amp; Supplies,98.83M
NMRK,Newmark Group,Real Estate Management &amp; Development,3.18B
NMTC,NeuroOne Medical Technologies,Health Care Equipment &amp; Supplies,32.76M
NMTR,9 Meters Biopharma,Pharmaceuticals,191.37M
NN,NextNav,Internet Content &amp; Information,176.50M
NNBR,"NN, Inc.",Machinery,170.84M
NNDM,Nano Dimension,"Technology Hardware, Storage &amp; Periph...",831.02M
NNI,Nelnet,Consumer Finance,3.36B
NNN,National Retail Properties,"Equity Real Estate 
Investment Trusts...",7.66B
NNOX,Nano-X Imaging,Health Care Equipment &amp; Supplies,538.62M
NNVC,NanoViricides,Biotechnology,26.51M
NOA,North American Construction Group,Energy Equipment &amp; Services,407.62M
NOAC,Natural Order Acquisition,Blank Check / SPAC,281.03M
NOAH,Noah Holdings,Capital Markets,1.87B
NOC,Northrop Grumman,Aerospace &amp; Defense,62.75B
NODK,NI Holdings,Insurance,378.16M
NOG,Northern Oil &amp; Gas,"Oil, Gas &amp; Consumable Fuels",1.68B
NOK,Nokia,Communications Equipment,32.13B
NOMD,Nomad Foods,Food Products,4.60B
NOTV,Inotiv,Life Sciences Tools &amp; Services,679.36M
NOV,NOV Inc.,Energy Equipment &amp; Services,6.03B
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2.28B
NOVN,Novan,Pharmaceuticals,58.52M
NOVT,Novanta,"Electronic Equipment, Instruments &amp; C...",5.14B
NOVV,Nova Vision Acquisition,Blank Check / SPAC,74.58M
NOW,ServiceNow,Software,101.04B
NP,Neenah,Paper &amp; Forest Products,806.11M
NPAB,New Providence Acquisition II,Blank Check / SPAC,271.15M
NPCE,NeuroPace,Medical Devices,225.15M
NPK,National Presto Industries,Aerospace &amp; Defense,581.64M
NPO,EnPro Industries,Machinery,2.23B
NPTN,NeoPhotonics,Semiconductors &amp; Semiconductor Equipment,811.46M
NR,Newpark Resources,Energy Equipment &amp; Services,315.52M
NRAC,Noble Rock Acquisition,Blank Check / SPAC,292.82M
NRBO,NeuroBo Pharmaceuticals,Biotechnology,29.78M
NRC,National Research,Health Care Providers &amp; Services,989.46M
NRDS,NerdWallet,Credit Services,863.75M
NRDY,Nerdy,Software-Application,369.05M
NREF,NexPoint Real Estate Finance,REIT-Mortgage,274.83M
